,summary_text,sentiment,sentiment score,intent,intent score
15," Chase unfairly close my credit card ( chase freedom ) I received the first chase credit card three days ago, and I only paid once . Then I found this card can not be used anymore, it's closed only 3 days after activated . I think it's too rude and bad to do so. I'm in good credit and have the ability to pay .",NEGATIVE,0.9959986209869385,Overcharged,0.3066331446170807
16," American Express rewarded my increasing credit score with increases in my limit, back to what it was before my divorce . I received a letter dated XX/XX/XXXX advising that American Express had lowered my account limit in HALF to {$11000.00} because my spending activity on my account had been significantly lower than my credit limit . ""They didn't alert me to this possibility or I could have had spending activity!!!""",NEGATIVE,0.9990020394325256,Functionality Concern,0.3614831864833832
17," On XX/XX/XXXX, I decided to consolidate all my creditors into 1 bill to become debt free . I mailed checks to payoff accounts to 3 Synchrony Bank credit cards ... Amazon Store Card, Sam 's Credit card, Walmart Credit Card and 4 others . The 4 of those checks to creditors were received . USPS says payments were delivered XX/xx/XXXX and/or XX/XXXXXX .",NEGATIVE,0.9963626265525818,Functionality Concern,0.456802099943161
18," An employer tried to obtain the balance and transaction history on the website XXXX of two different prepaid Visa cards given from an employer, one of which had no balance but also no transaction history . The company was unable to assist without the original load amount, which this information is not available due to the length of time past since the card was given ( over 12 months )",NEGATIVE,0.9993811845779419,Functionality Concern,0.4037066400051117
19," Chase charged the full amount on my XXXX Chase credit card, which removed the last of my remaining credit, and caused me to exceed my credit limit . When talking to the Chase person, she said that while they offered 18 months split up into equal, interest free payments, it actually was implemented as 18 months of an interest free loan - not the same thing at all .",NEGATIVE,0.9981313347816467,Overcharged,0.8972230553627014
20, Chase credit card application department representative they are not knowledge and dont want to investigate the problem or transfer to supervisor . They just share they first name but don't want to give the ID so customer can't identify them later . Chase Bank score is 1 star from 5. I am having a horrible experience dealing with Chase .,NEGATIVE,0.9987063407897949,Functionality Concern,0.4204851984977722
21," BBVA Compass Bank offered a one-time bonus of XXXX rewards points if you paid a utility bill with a BBVA credit card . The offer stated that I must : ( 1 ) contact my utility service provider to enroll my BBVA Credit Card in the service provider 's automatic bill payment system . (2 ) pay a bill to my utility . service provider using my enrolled BBVA . credit card by XX/XX/XXXX . The fine print does not say there needed to be two, three, or four bills paid .",NEGATIVE,0.9961414933204651,Functionality Concern,0.6735132932662964
22," On XX/XX/2019 there was a fraudulent charge on my Citi Bank credit card for {$570.00} from XXXX . I immediately called my credit card company and told them of this fraudulent card . They said they would open a fraud investigation and reverse the charge . They then closed my card and sent a new card . I called XXXX to determine why they had sent me these bars, thinking that they were somehow a victim in this fraudulent charge .",NEGATIVE,0.99854975938797,Overcharged,0.5031953454017639
23," Citibank decreased my credit limit to {$3400.00} and while I have a balance of {$3200.00}. I explained that I used the credit card to take care of myself and my family that were affected by COVID-19. This was very inconsiderate for Citibay to decrease my credit . I was told that someone had called in and changed my address, phone number and was issued a new card .",NEGATIVE,0.9996488094329834,Overcharged,0.2909972667694092
24," Dear Sir/Madam, In early 2019 we made a trip to XXXX, renting a vehicle from XXXX XXXX in The Netherlands . On our return home, we noticed on our credit card bill a charge of {$460.00}, from the rental car company, as a fine from the local police for parking in the wrong spot . The rental car owner gets the fine and is supposed to re-charge this to the customer . If you lodge an appeal to the local authorities, NO PAYMENT is required .",NEGATIVE,0.9982936978340149,Overcharged,0.5821151733398438
25, I have disputed my reports with Bank of America and they are reporting credit card information that does not belong to me . This card was opened in my name due to fraud/identity theft ...  I have never used and Bank of . America card and I do not own one . I have DEALTED with . RUDE AGENTS AND BEING PLACED ON HOLD FOR INORDINATE AMOUNTS OF TIME .,NEGATIVE,0.9994969367980957,Security Concern,0.43230217695236206
26," Customer Service said that my account was past due and gave me an amount . I quickly paid that same day ( {$150.00) : I paid the remaining {$98.00} on XX/XX/XXXX . I also never got a phone call, e-mail, or any other type of correspondence about my account being past due . I wonder if this is a tactic used to charge people late fees .",NEGATIVE,0.9992291927337646,Functionality Concern,0.4520849287509918
27," My Amazon store credit card handled by Synchrony bank, is telling me I am late with a my payment that is due on XX/XX/2019 . I will stop using this card once I get it paid off, which due to my inability to get a debt consolidation loan will take some time .",NEGATIVE,0.9996583461761475,Functionality Concern,0.2969758212566376
28," On XX/XX/2019 I went to make a reservation at a South Dakota hotel for four nights . As I was making the reservation on the website a $XXXX discount promotion was offered if I opened up a Barclay's Wyndham Visa Credit Card . The webpage even showed the subtracting the $XXXX from my total for the reservation: $XXXX- $XXXX= $XXXX . So I jumped on it and was approved . When I received the approval email came later that XXXX XXXX day, nothing was mentioned about the",NEGATIVE,0.997643768787384,Functionality Concern,0.39008939266204834
29, This is the second time I am having issue with XXXX XXXX card . Last time I made the purchase using this store card was in the month of XX/XX/XXXX . I suggested the agent that I should have received the credit of past purchase in my account and my account should show a credit from now onwards . This year I have already called and email 5 plus time without any success .,NEGATIVE,0.9995542168617249,Functionality Concern,0.3599398136138916
30," On XX/XX/2019 I called Bank of America to inquire about balance transfer offers because my online account page said I needed to contact them to provide more information on my account . After providing the information requested, they responded by lowering the credit limits on the two cards I have with BofA by over $4,000 . The reasoning was that the amount owed on one or more of my cards was too high . My interest rate on the debt I carry with them will now rise from nearly 0% to over 25%.",NEGATIVE,0.9987446069717407,Overcharged,0.39260995388031006
31," Synchrony Bank is a financial institution and under Section 312 of the USA Patriot Act,  must maintain and verify account information to include electronic signatures forms . Without an electronic signature or valid signature, can't verify or validate the account is fraudulent . The addresses provided were not my addresses but for a person with a like name with the last four XXXX .",NEGATIVE,0.9972478747367859,Security Concern,0.6525960564613342
32," On XX/XX/19, I purchased {$1100.00} in XXXX XXXX gift cards from XXXX . These gift cards were used to book a flight on XX/xx/XXXX; the email confirmation for this reservation, sent on the same day, clearly reflected the gift card numbers purchased from XXX X . I was given a credit for the amount in dispute, but found out this was reversed on XXX X XXXX (XX/XX) XXXX ) I was informed XXXX had provided sufficient evidence . I",NEGATIVE,0.9890967607498169,Security Concern,0.32651203870773315
33," Capital One closed the dispute on my account without waiting for a second opinion, which is being obtained by the XXXX XXXX Michigan agency . The case number XXXX was closed by Capital One saying they can not continue the dispute . Due to the pandemic according to the agency, it will take six weeks for them to review the case .",NEGATIVE,0.9991669654846191,Security Concern,0.2806984782218933
34," The offer specifically offered a XXXX XXXX point award after charging {$3000.00}. The offer had been presented to me several times before I took it . The offer never varied during this XX/XX/2019 period that I booked on the site . Since then, in the last week, they bait and switched me on the offer, with some extremely inferior offer, that amounts to a mere 2 night stays .",NEGATIVE,0.9977154731750488,Overcharged,0.6174758076667786
35," The main reason for this complaint is XXXX XXXX ( Goldman Sachs ) failure to close account and being misleading about it . ""I tried to change my Apple Card billing address from my apartment address to the same address I use with my other cards ( a PO box) I tried to do this in the XXXX app, but the update failed with no explanation provided . This lowered my credit scores because of refinancing current home .",NEGATIVE,0.9997772574424744,Functionality Concern,0.45026102662086487
36," On XXXX XXXX 2019 my PayPal credit card was charge for a purchase I made at XXXX and XXXX online . I received the merchandise ( a dress ) I tried it on and it didnt fit nor did I like the clingy material . I had the dress on for less than a minute and put it back in the original plastic package all tags on and shipped it back to XXXX . Today, I receive a box with a dress inside and a form letter indicating that the dress was unsalable . When I called the",NEGATIVE,0.9994262456893921,Functionality Concern,0.3271673917770386
37, Chase has allowed merchants using cards that were closed for fraud to charge against my current account number . They failed to properly investigate fraudulent transactions . Made claims after getting statements in writing that there was nothing they could do as the window had expired . The reason the window of eligibility expired was due to their mishandling .,NEGATIVE,0.9997231364250183,Security Concern,0.3237495720386505
38," American Express initially reversed this charge in my favor, yet have rebilled me . American Express is obliged to protect the consumer/customer for goods and services not received . The merchant produced phony bookings that did not refer to me ( my name was nowhere on the documentation ), and the merchant produced a new set of terms not connected to their website, trying to exclude my weeks of travel from the cancellable clause online . The terms were """" 100% refundable if cancelled more than 90 days in advance of the trip ''.",NEGATIVE,0.999523401260376,Overcharged,0.29419729113578796
39," I received a pre-approval letter with an acceptance code from XXXX Credit Card on XX/XX/2019 by mail . That same evening I decided to activate it, its a fairly simple process . I went to my desktop, logged onto their website and filled in the blank, including my Social security number, my employment, income, mortgage and pressed submit all to find out I was declined and a letter would be sent out explaining why .",NEGATIVE,0.9970341920852661,Security Concern,0.36720433831214905
40," Capital One investigated that my card ( ending in XXXX ) was opened in my name fraudulently . I reported to Capital One by telephone detailing each charge/date/and amount that were fraudulent . Capital One has all the charges/dates/and amounts that I provided to them, on a recorded call .",NEGATIVE,0.9985588192939758,Security Concern,0.5485019087791443
41," As of XX/XX/XXXX we ran our credit card bill up . We owed {$1400.00} on the XX/xx/XXXX statement . I accrued interest which I disputed of {$75.00}. I was told by TWO citi representatives if I pay the credit card off full in two consecutive months, then the interest would stop accruing . This is by far the worst credit card I have ever had .",NEGATIVE,0.9997368454933167,Overcharged,0.8287491202354431
42," The payment was still pending due to it being the weekend and not a weekly business day . I paid {$27.00} via my online account, deducting from my checking account on XX/XX/2019 . I verified with my bank that the funds had been paid out. I logged into my credit account online to check my available credit . I called card services and spoke with a representative who explained this to me and advised me that the payment would reflect on that following Monday, XX/xx/2019. Once this happened,",NEGATIVE,0.9963100552558899,Functionality Concern,0.43807312846183777
43," This is my 3rd CFPB complaint after no resolution in speaking with American Express . I AM ELIGIBLE for the WELCOME BONUS for the Delta SkyMiles product. XXXX miles with XXXX spend in the first 3 months . I've never had this product before, never been rewarded, etc. but they continue to say that . without looking into the REASON!!",NEGATIVE,0.9358747005462646,Overcharged,0.368610680103302
44, XX/XX/XXXX purchased a ring at Sears with a sears credit card under the agreement we would have 24 months 0 % apr for a {$740.00} purchase . Yet we are paying interest every month as the statements have been showing small interest charges for random amounts ranging between $ XXXX {$7.00] and $400.00 . We called and were told that's an error we have 12 months left of no interest so they reversed the interest charge .,NEGATIVE,0.9975844621658325,Overcharged,0.38032785058021545
45," I had a Bloomingdale 's store card for several years . When my most recent bill came, it had suddenly become an American Express Bloomingdale's card . This is not something that I want or need. Furthermore, it was issued without my requesting it, and certainly without my permission .",NEGATIVE,0.9996927976608276,Not Benefited,0.3471885323524475
46," On XX/XX/2019 : Applied for a Chase/United Airlines credit card using an offer code that I received aboard a recent XXXX flight . The promotion offered 50,000 air miles if I spent {$3000.00} in the next 3 months . I immediately called to complain and was told I would have to call back when their partner verification process was complete in 3-5 days . I was told the matter would be forwarded for resolution and that someone would get back to me within 7-10 days .",NEGATIVE,0.9990719556808472,Functionality Concern,0.49473512172698975
47, Citibank showed utter disrespect for the authority of the CFPB by making an utterly farcical statement that they could not predict the outcome of lowering my limit to within a small amount of my current balance . The rep also told me today that I would not be eligible for any sort of hardship program if I closed the account . USAA is GUILITY OF OBSTRUCTION OF JUSTICE. USAA posts SURPRISE FRAUD CREDITS .,NEGATIVE,0.9983018636703491,Not Benefited,0.42239290475845337
48, Made purchase XXXX : XX/XX/2018 about {$2600.00}. Their advertisement is no interest 24 months payment over {$1900.00} purchases . The promotion period is only 12 months. It is stated in the statement.  I called XXXX first and I was told to call the bank. They said they can not do anything after 60 days of transaction .,NEGATIVE,0.9985401630401611,Functionality Concern,0.43950846791267395
49, My husband died. He owned the account and I am an authorized user . I am owed a credit of XXXX from a credit on the account . I have sent a copy of the death certificate which they acknowledged receiving and now say they don't have it . All I got was a statement showing tge credit I'm due .,NEGATIVE,0.9985291957855225,Functionality Concern,0.34016093611717224
50," To CFPB, I opened a XXXX gas car account 6 months ago . I used very little of the available funds . I had set up auto pay but always, ALWAYS paid weeks before the bill was due . In XX/XX/XXXX of  this year I accidentally paid manually before  bill was  due and before I had actually replenished my pay account at my bank . The bank closed my account not taking into account that there was a mistake made .",NEGATIVE,0.999249279499054,Functionality Concern,0.3818574547767639
51, Citi XXXX card had a balance of {$100.00} when Citi changed their web site and I couldn't get in to make a payment . The site didn't allow me to set up a new one because the old # still existed in the system and you can't have 2 accounts with the same # . I was being charged late fees & couldn't fix the problem .,NEGATIVE,0.9995997548103333,Overcharged,0.39519253373146057
52," Chase Freedom Visa credit card has an Extended warranty benefit administrated by XXXX . The magnetron on my XXXX microwave went out, so the microwave does not heat food . XXXX does not repair magnetrons, but only replaces them when under warranty . My XXXX warranty expired on XX/XX/XXXX. I replaced the microwave at XXXX XXXX for {$330.00}.",NEGATIVE,0.9979021549224854,Functionality Concern,0.35452643036842346
53," Citibank has not awarded the promotional sign up bonus for my Citi Thank You Premier credit card opened on XX/XX/XXXX. I have met all the terms of this offer. I had spent {$4000.00} on the credit card by the closing of the XX/xx/XXXX statement, and have not closed nor received a new cardmember bonus on any ThankYou credit card in the past 24 months. The last ThankYou card member bonus I earned was for the Citi Prestige .",NEGATIVE,0.996112048625946,Not Benefited,0.5042940378189087
54, Chevron issued fraudulent charges totaling {$75.00}. I asked about the charges and was advised I'd have to pay or I would accrue interest . Resolution takes between 30-60 days . I had to actually request that the representative cancel the card and issue a new one .,NEGATIVE,0.9994014501571655,Overcharged,0.800364077091217
55," Commenity pushed to switch to paperless billing at the onset of the payments, which in turn sends out a summary email each month that it's time to pay . End of promotional period not communicated clearly and frequently on monthly payment reminder EMAILS . There is no call out when INTEREST FREE PROMO PERIOD is ending which is deceptive as you rely on them to summarize what you owe off the emails .",NEGATIVE,0.995206892490387,Functionality Concern,0.9269437789916992
56, An ex-employee stole my business debit card and in the approx amount of  $19k  and he ran to Florida . The fraud took place between XX/XX/18 and XXXX . The amounts total approx XXXX. The employee was working in my company while I was XXXX for a violation in Rhode Island . He was NOT in charge of the bank account .,NEGATIVE,0.9985522627830505,Security Concern,0.41822919249534607
57," Citibank closed my accounts ( 2 - Costco Anywhere Visa and Citi ThankYou Preferred Mastercard ) without my knowledge . I had been accumulating the ThankYou Rewards for nearly 20 years . I did not close my account; so I therefore did not forfeit my rewards . If they are choosing to close my accounts, they should first allow me to redeem their rewards .",NEGATIVE,0.9980478286743164,Quit Services,0.408200204372406
58, On XX/XX/XXXX I made a purchase at Home Depot amounting {$41.00} after a discount for applying for a Home Depot credit card . I discussed with the clerk agent what mail address I should use . We both agreed that it would be best to use my permanent XXXX XXXX . address so I would not have to change it with the Credit Card company twice a year and mail would still be forwarded by the XXX X XXXX   Post office to my XXXX home in time to receive my monthly,NEGATIVE,0.9960455298423767,Functionality Concern,0.6701979041099548
59," Citi accounts were closed without any notice or communication ( verbal or written ) Citi Advantage # XXXX, Citi Simplicity # XXX X . CFPB is investigating the issue and Citi Executive Team is looking into the issue . Citi calls 5 times a day and all day Sunday if you ""missed '' a payment""",NEGATIVE,0.9969668984413147,Functionality Concern,0.44386839866638184
60," On XX/XX/2019 I contacted Chase to reject their proposed arbitration terms . Chase refused to accept my rejection . I followed up several times, but Chase continued to refuse . Chase apologized for the delay in our response concerning your arbitration agreement inquiries . We'll get back to you as soon as we have the resolution.",NEGATIVE,0.997090220451355,Functionality Concern,0.2707401216030121
61," In XXXX of XXXX I made a purchase at Home Depot with my Home Depot credit card in the amount of {$53.00}. Somehow I forgot about this, and never received any emails or letters about this unpaid bill . In XX/XX/XXXX I received a letter from Home Depot stating that I owed {$160.00} to be paid immediately or it would be sent to a collection agency . I paid the late fee with the understanding that this would help my credit, but then found out on my own research",NEGATIVE,0.9975443482398987,Security Concern,0.29823365807533264
62, There are a lot of missing information to sustain this claim . Delete this incorrect credit report . It does not show a single CO from any of the reporting bureaus. Delete this erroneous report. Also the remarks are all OK and it doesn't show a CO . Delete the incorrect report.,NEGATIVE,0.969314455986023,Not Benefited,0.5405497550964355
63," On XX/XX/XXXX, I contacted customer service via the telephone number listed on the back of my Amex Blue Cash Preferred credit card with the intention of cancelling the account . I am disputing the annual fee refund of {$87.00} dated XX/xx/XXXX .",NEGATIVE,0.9995623230934143,Overcharged,0.3326164186000824
64," I had taken out a Synchrony Loan/Credit Card to finance a new AC for my parents . I set up automatic payments on their website . I always choose """" pay balance '' on my credit cards to avoid interest . They took out the full {$6300.00} from my bank account in lieu of the XXXX XXXX monthly installment . I quickly called and said there must be a mistake, please reverse the charge and I will make a payment over the phone immediately . I was advised that was not possible. They",NEGATIVE,0.9996168613433838,Overcharged,0.6280953288078308
65, Ex-wife's credit report showed late payment from Capital One . I was told her name was removed from an account she is a co-applicant . I had been a loyal paying customer for over 15 years to Capital One. I am certain they made plenty of money off interest charges. Its just upsetting I was led to believe the ex-wifes name had been removed .,NEGATIVE,0.9988859295845032,Functionality Concern,0.3519219160079956
66," The charge from XXXX to my Bank of America XXXX credit card in the amount of {$100.00} was posted . The charge to my fiance 's credit card also posted to his credit card . I filed disputes on both transactions on XX/XX/19 . I was told that XXXX provided signed receipts for the transactions and because it was a chipped transaction, they had to consider it valid, and I was required to pay .",NEGATIVE,0.9978060126304626,Functionality Concern,0.2942977845668793
67," I am submitting the second complaint to CFPB since I am not satisfied with the Bank of America responded to my complaint XXXX . I found it partial and not convincing . I believe - this is a misleading advertisement, that can be understood by an average person as meaningful and pre-screened personal OFFER to me .",NEGATIVE,0.999728262424469,Functionality Concern,0.34112682938575745
68," In order to be compliant with this section of the FCRA, you were REQUIRED to get my consent in writing to collect any information, to make any communication about any account on my credit report . I have never consented to your communication on my report . You are required to completely remove, delete all traces of this from my credit reports IMMEDIATELY .",NEGATIVE,0.9996416568756104,Functionality Concern,0.42173320055007935
69," Bank of America ( BoA ) has been discriminating against me by not providing detailed information and pertaining documentation I have requested on several occasions since XX/XX/XXXX . As the issuing bank, BoA originally authorized the charge, handled it by its credit card processing company, captured the charge and then deposited the funds into the account maintained at BoA for XXXX benefit . However, it has not done the same for me and I must be appeased .",NEGATIVE,0.9990467429161072,Functionality Concern,0.3924650549888611
70, On XX/XX/2019 I spoke with a representative from Victoria 's Secret regarding my account . I asked what the full balance on my account was and how much I needed to pay in order to pay it off in full . I was told {$220.00.00}. I paid the account in full. XXXX stated that the payment that would not process online due to their website issue was what I was being charged for and that if I didn't pay by XXXX XXXX he would see to it that it was,NEGATIVE,0.995598554611206,Overcharged,0.31088709831237793
71," On the morning of XX/XX/XXXX I received a notice only device that my Apple Card had been used to make a purchase at a XXXX in XXXX, FL in the amount of {$74.00}. Ive never been to this XXXX and did not make the purchase . I immediately contacted the Apple Card support and reported the fraudulent charge . It is evident that the card had been skimmed and cloned as someone attempted to use it again at the same place the next day . There has been a rash of",NEGATIVE,0.9995993971824646,Overcharged,0.42036429047584534
72," This is a complaint against American Express and XXXX XXXX Credit Card Services for credit card transactions I had incurred from XX/XX/XXXX through to XX/XXX/XXXX, for the purchases of gift cards that were intended to fix my computer security issues . The card companies are telling me that I am responsible for purchasing the merchandise and for having them mailed to an address or addresses which are not my own home address . Details of the shipping addresses or addresses of the merchandise are available with the police department of my city .",NEGATIVE,0.9988590478897095,Security Concern,0.4651452600955963
73," There were undescribed charges on my account for a XXXX, XXXX that was taking out of my account not monthly, it was taken out whenever sometimes 3 or 2 times a month . The bank doesn't even know what company it was . I made a dispute with the charge with the bank but they right away denied it not even looking into the charge or the company . I looked up the company myself and the XXXX   have the company down as a possible fraudulent credit reporting agency .",NEGATIVE,0.9992857575416565,Security Concern,0.4289514422416687
74," Barclays held a {$34,000.00} over payment from my company for 7 weeks . Barclays withheld the interest in the amount of {$3800.00}. They would not allow me to utilize the credit, nor did they return the finds in a timely manner . The bank should have, after listening to all of my calls ; simply refunded this .",NEGATIVE,0.999208390712738,Overcharged,0.7641848921775818
75," On XX/XX/2019 I ordered two items with my Chase/Amazon XXXX credit card from Amazon . I received only 1 of the items and spoke to Amazon, then Chase, and requested full credit for the item I did not receive . Both refused to issue the credit . Amazon wanted to offer me a coupon for something I never received .",NEGATIVE,0.9986321330070496,Not Benefited,0.2676907181739807
76," XXXX credit card company XXXX penalizes you for paying your card off not only that they'll hold your payment when you pay with a debit card . XXXX would rather customers stay in debt and keep a balance instead of paying their balance off each month . The only time i've known for a company to with-hold a payment is when . you pay by check NOT by debit card which are suppose to automatically post . This information is NOT on their website, it's not in their terms and conditions, nor is it anywhere on",NEGATIVE,0.9994854927062988,Not Benefited,0.36103788018226624
77," In XX/XX/XXXX Best Buy/citibank withdrew {$190.00} in autopay on a paid off, closed account . I called customer support immediately upon seeing this on my banks app . I was told then that it was a mistake and would be refunded within 10 days . I received an email from Citi that the refund was being processed and should be in my account within 3 days . No refund appeared within the timeframe so I called again, they gave me a account number the refund went to which was",NEGATIVE,0.9995511174201965,Overcharged,0.3476618230342865
78," On XX/XX/XXXX/19, XXXX XXXX went to Ashley Furniture in XXXX Ca. with a 18 month no interest store credit . The print out I was given to sign showed 12/months. I told the salesman that I refused to sign that because it said 12 mos. not 18 . He said they put in the correction, that it is 18/mo for both of our orders, not to worry. He said paperwork would issue when the furniture was delivered . The bed set was delivered, nothing mentioned",NEGATIVE,0.998616099357605,Functionality Concern,0.461200088262558
79," On XX/XX/21, a {$2.00} """" interest charge '' was charged on a ZERO balance, which is arbitrary and fraudulent . This charge was discovered on XXXX thanks to credit reporting apps showing my payment was """" late '' I immediately paid fraudulent interest and disputed via customer service call . The money was refunded/reversed to me but there is still a derogatory remark on my credit card .",NEGATIVE,0.9986550807952881,Overcharged,0.8429309129714966
80," Payment due date was XX/XX/2019, but due to holiday, not processed thru Bank of Americas website . Next statement I was charged {$6.00} interest . I feel BOA is charging interest on accounts who pay in full, fraudulently and want to report them for manipulating dates and payments .",NEGATIVE,0.9982395172119141,Overcharged,0.5696241855621338
81," Citibank ( Home Depot Credit Card ) attempted to send me a refund at the end of last year by transferring {$100.00} to my bank . My bank rejected the transfer . Every month since I've received statements indicating that a payment was due, and every month I called to report the error . I have spent countless hours on the phone futilely trying to get the error corrected . Last week, I was told it would be fixed this week after I faxed 6 months of Banks statements to prove that I never received",NEGATIVE,0.999733030796051,Functionality Concern,0.3249513804912567
82," In XX/XX/2017 I obtained a secured credit card from Wells Fargo, paying an initial deposit of {$300.00}. I was told by the branch manager in XXXX, Oregon that after 1 year of making on time payments, that my security deposit would be refunded and my card would be converted to an unsecured card . It has been 2 full years since I have had the secured card . I have never missed or been late on a single payment. I have always paid more than my minimum payment as well",NEGATIVE,0.9603318572044373,Security Concern,0.5519708395004272
83," The president sends out a communique that says we will handle etc. However, the customer service delivery group did not get that missive . I contacted CapOne yesterday to determine if I was impacted my the recent CapOne employee data breach . I reached the XXXX  customer service center ( around XXXXCST if you want to pull the call ). Her comment to my inquiry was, data breach? She didnt even understand the word much more .",NEGATIVE,0.995301365852356,Security Concern,0.4170756936073303
84," I only have access to my Best Buy credit card statements from XXXX and XXXX . I was charged a monthly debt protection fee for my purchases . I made a major purchase on this card for a TV around that time, and used my card to pay for it because of the 0% financing plan they offered .",NEGATIVE,0.9986810088157654,Overcharged,0.3012068569660187
85," The circumstances of the situation are such that Wells Fargo is complicit by their gross negligence if not directly but I believe it had to be more direct, insider fraud . A colleague of mind XXXX found out her credit card was shipped to New York without her permission or knowledge after she heard my story and checked her account . The account was closed a new onXXXX opened but I kept the new card off and did not activate it .",NEGATIVE,0.9996508359909058,Security Concern,0.4595204293727875
